geoid,name,state,lat,lon
17087,Johnson County,IL,37.4607,-88.8821
17089,Kane County,IL,41.9396,-88.428
17091,Kankakee County,IL,41.1395,-87.8611
17093,Kendall County,IL,41.5881,-88.4306
17095,Knox County,IL,40.9309,-90.2138
17097,Lake County,IL,42.186,-87.8059
17099,LaSalle County,IL,41.3433,-88.8859
17101,Lawrence County,IL,38.719,-87.7302
17103,Lee County,IL,41.7474,-89.2994
17105,Livingston County,IL,40.8944,-88.5529
17107,Logan County,IL,40.1293,-89.3653
17109,McDonough County,IL,40.4558,-90.679
17111,McHenry County,IL,42.3243,-88.4522
17113,McLean County,IL,40.4946,-88.8445
17115,Macon County,IL,39.8602,-88.9615
17117,Macoupin County,IL,39.2659,-89.9263
17119,Madison County,IL,38.8271,-89.9002
17121,Marion County,IL,38.6482,-88.9204
17123,Marshall County,IL,41.0311,-89.3424
17125,Mason County,IL,40.237,-89.9136
17127,Massac County,IL,37.2161,-88.7057
17129,Menard County,IL,40.0226,-89.7941
17131,Mercer County,IL,41.2056,-90.7418
17133,Monroe County,IL,38.278,-90.1791
17135,Montgomery County,IL,39.2281,-89.4781
17137,Morgan County,IL,39.7177,-90.205
17139,Moultrie County,IL,39.6369,-88.6257
17141,Ogle County,IL,42.0419,-89.3202
17143,Peoria County,IL,40.786,-89.767
17145,Perry County,IL,38.0844,-89.3685
17147,Piatt County,IL,40.009,-88.5924
17149,Pike County,IL,39.6251,-90.889
17151,Pope County,IL,37.4172,-88.5424
17153,Pulaski County,IL,37.2156,-89.1278
17155,Putnam County,IL,41.199,-89.2983
17157,Randolph County,IL,38.0565,-89.8212
17159,Richland County,IL,38.7122,-88.0855
17161,Rock Island County,IL,41.4684,-90.5721
17163,St. Clair County,IL,38.4702,-89.9285
17165,Saline County,IL,37.7515,-88.545
17167,Sangamon County,IL,39.7569,-89.6624
17169,Schuyler County,IL,40.1569,-90.6135
17171,Scott County,IL,39.637,-90.4778
17173,Shelby County,IL,39.3849,-88.7989
17175,Stark County,IL,41.0969,-89.7974
17177,Stephenson County,IL,42.3497,-89.666
17179,Tazewell County,IL,40.5081,-89.5163
17181,Union County,IL,37.4857,-89.2446
17183,Vermilion County,IL,40.1868,-87.7268
17185,Wabash County,IL,38.4458,-87.8392
17187,Warren County,IL,40.8504,-90.6202
17189,Washington County,IL,38.3531,-89.4172
17191,Wayne County,IL,38.4319,-88.4324
17193,White County,IL,38.0873,-88.1786
17195,Whiteside County,IL,41.7507,-89.911
17197,Will County,IL,41.4485,-87.9785
17199,Williamson County,IL,37.7304,-88.93
17201,Winnebago County,IL,42.3374,-89.1612
17203,Woodford County,IL,40.7898,-89.2106
18001,Adams County,IN,40.7457,-84.9361
18003,Allen County,IN,41.0919,-85.0718
18005,Bartholomew County,IN,39.2058,-85.898
18007,Benton County,IN,40.6009,-87.3148
18009,Blackford County,IN,40.4727,-85.3237
18011,Boone County,IN,40.0509,-86.469
18013,Brown County,IN,39.1951,-86.2301
18015,Carroll County,IN,40.585,-86.5651
18017,Cass County,IN,40.7538,-86.3552
18019,Clark County,IN,38.4762,-85.7111
18021,Clay County,IN,39.3939,-87.1159
18023,Clinton County,IN,40.3059,-86.4776
18025,Crawford County,IN,38.2894,-86.4409
18027,Daviess County,IN,38.6961,-87.0769
18029,Dearborn County,IN,39.1409,-84.9759
18031,Decatur County,IN,39.306,-85.4998
18033,DeKalb County,IN,41.3968,-85.0027
18035,Delaware County,IN,40.2275,-85.3993
18037,Dubois County,IN,38.3733,-86.8734
18039,Elkhart County,IN,41.6007,-85.864
18041,Fayette County,IN,39.6397,-85.185
18043,Floyd County,IN,38.3181,-85.9118
18045,Fountain County,IN,40.1212,-87.2349
18047,Franklin County,IN,39.4098,-85.067
18049,Fulton County,IN,41.0504,-86.265
18051,Gibson County,IN,38.3174,-87.5805
18053,Grant County,IN,40.5158,-85.6549
18055,Greene County,IN,39.0471,-87.0048
18057,Hamilton County,IN,40.0535,-86.0217
18059,Hancock County,IN,39.8225,-85.7732
18061,Harrison County,IN,38.1865,-86.1038
18063,Hendricks County,IN,39.769,-86.5099
18065,Henry County,IN,39.9296,-85.3974
18067,Howard County,IN,40.4835,-86.1141
18069,Huntington County,IN,40.8264,-85.4786
18071,Jackson County,IN,38.912,-86.0425
18073,Jasper County,IN,41.0177,-87.1188
18075,Jay County,IN,40.435,-85.0023
18077,Jefferson County,IN,38.7836,-85.4401
18079,Jennings County,IN,38.9962,-85.6281
18081,Johnson County,IN,39.4961,-86.0943
18083,Knox County,IN,38.6884,-87.4204
18085,Kosciusko County,IN,41.2443,-85.8616
18087,LaGrange County,IN,41.6425,-85.4278
18089,Lake County,IN,41.4722,-87.3743
18091,LaPorte County,IN,41.549,-86.7447
18093,Lawrence County,IN,38.8398,-86.4878
18095,Madison County,IN,40.1662,-85.7225
18097,Marion County,IN,39.783,-86.1358
18099,Marshall County,IN,41.325,-86.269
18101,Martin County,IN,38.7053,-86.8018
18103,Miami County,IN,40.7729,-86.0443
18105,Monroe County,IN,39.1607,-86.5233
18107,Montgomery County,IN,40.0403,-86.8927
18109,Morgan County,IN,39.4826,-86.4475
18111,Newton County,IN,40.9624,-87.4022
18113,Noble County,IN,41.4047,-85.4173
18115,Ohio County,IN,38.9405,-84.9643
18117,Orange County,IN,38.5474,-86.4893
18119,Owen County,IN,39.3173,-86.8388
18121,Parke County,IN,39.7743,-87.197
18123,Perry County,IN,38.0814,-86.6265
18125,Pike County,IN,38.398,-87.2325
18127,Porter County,IN,41.5099,-87.0713
18129,Posey County,IN,38.0276,-87.8687
18131,Pulaski County,IN,41.0453,-86.6925
18133,Putnam County,IN,39.6655,-86.8534
18135,Randolph County,IN,40.1641,-85.0058
18137,Ripley County,IN,39.1002,-85.2605
18139,Rush County,IN,39.6224,-85.4665
18141,St. Joseph County,IN,41.6177,-86.288
18143,Scott County,IN,38.6794,-85.7519
18145,Shelby County,IN,39.5241,-85.7922
18147,Spencer County,IN,38.0097,-87.0104
18149,Starke County,IN,41.2845,-86.6446
18151,Steuben County,IN,41.6435,-85.0024
18153,Sullivan County,IN,39.0892,-87.4158
18155,Switzerland County,IN,38.8259,-85.0297
18157,Tippecanoe County,IN,40.3891,-86.8936
18159,Tipton County,IN,40.3102,-86.0562
18161,Union County,IN,39.6231,-84.9251
18163,Vanderburgh County,IN,38.0201,-87.5862
18165,Vermillion County,IN,39.854,-87.4621
18167,Vigo County,IN,39.4309,-87.391
18169,Wabash County,IN,40.8437,-85.7952
18171,Warren County,IN,40.3525,-87.3752
18173,Warrick County,IN,38.0977,-87.272
18175,Washington County,IN,38.6006,-86.1048
18177,Wayne County,IN,39.8631,-85.0067
18179,Wells County,IN,40.7355,-85.2133
18181,White County,IN,40.751,-86.8643
18183,Whitley County,IN,41.1364,-85.5019
19001,Adair County,IA,41.3285,-94.4782
19003,Adams County,IA,41.0217,-94.6969
19005,Allamakee County,IA,43.275,-91.3828
19007,Appanoose County,IA,40.7442,-92.8731
19009,Audubon County,IA,41.6792,-94.9043
19011,Benton County,IA,42.0925,-92.0576
19013,Black Hawk County,IA,42.4711,-92.3076
19015,Boone County,IA,42.0386,-93.9386
19017,Bremer County,IA,42.7809,-92.3274
19019,Buchanan County,IA,42.4703,-91.8387
19021,Buena Vista County,IA,42.7415,-95.1414
19023,Butler County,IA,42.7348,-92.7802
19025,Calhoun County,IA,42.3861,-94.6436
19027,Carroll County,IA,42.0395,-94.8676
19029,Cass County,IA,41.3338,-94.9333
19031,Cedar County,IA,41.7724,-91.1326
19033,Cerro Gordo County,IA,43.075,-93.251
19035,Cherokee County,IA,42.7427,-95.6333
19037,Chickasaw County,IA,43.0597,-92.3172
19039,Clarke County,IA,41.0297,-93.7853
19041,Clay County,IA,43.0812,-95.1499
19043,Clayton County,IA,42.841,-91.3236
19045,Clinton County,IA,41.8981,-90.5342
19047,Crawford County,IA,42.0431,-95.3891
19049,Dallas County,IA,41.6853,-94.0407
19051,Davis County,IA,40.7481,-92.4103
19053,Decatur County,IA,40.7364,-93.7846
19055,Delaware County,IA,42.473,-91.3668
19057,Des Moines County,IA,40.9153,-91.1869
19059,Dickinson County,IA,43.3896,-95.1961
19061,Dubuque County,IA,42.4635,-90.8788
19063,Emmet County,IA,43.378,-94.6694
19065,Fayette County,IA,42.8641,-91.8404
19067,Floyd County,IA,43.0527,-92.7874
19069,Franklin County,IA,42.7365,-93.2714
19071,Fremont County,IA,40.7426,-95.5992
19073,Greene County,IA,42.0425,-94.3887
19075,Grundy County,IA,42.4033,-92.7902
19077,Guthrie County,IA,41.6836,-94.5013
19079,Hamilton County,IA,42.3908,-93.7091
19081,Hancock County,IA,43.0754,-93.7437
19083,Hardin County,IA,42.3902,-93.2417
19085,Harrison County,IA,41.6886,-95.8271
19087,Henry County,IA,40.9848,-91.5473
19089,Howard County,IA,43.3653,-92.3219
19091,Humboldt County,IA,42.7822,-94.2028
19093,Ida County,IA,42.3919,-95.5074
19095,Iowa County,IA,41.6839,-92.0591
19097,Jackson County,IA,42.1642,-90.5746
19099,Jasper County,IA,41.6856,-93.0541
19101,Jefferson County,IA,41.0064,-91.9666
19103,Johnson County,IA,41.6707,-91.5905
19105,Jones County,IA,42.1251,-91.1169
19107,Keokuk County,IA,41.3312,-92.1677
19109,Kossuth County,IA,43.2124,-94.214
19111,Lee County,IA,40.6476,-91.4772
19113,Linn County,IA,42.078,-91.5977
19115,Louisa County,IA,41.2182,-91.257
19117,Lucas County,IA,41.0333,-93.3315
19119,Lyon County,IA,43.3836,-96.2072
19121,Madison County,IA,41.3306,-94.0152
19123,Mahaska County,IA,41.3308,-92.6364
19125,Marion County,IA,41.3314,-93.0939
19127,Marshall County,IA,42.0417,-92.9814
19129,Mills County,IA,41.0337,-95.6191
19131,Mitchell County,IA,43.3486,-92.7845
19133,Monona County,IA,42.0494,-95.9566
19135,Monroe County,IA,41.0288,-92.8696
19137,Montgomery County,IA,41.0217,-95.1578
19139,Muscatine County,IA,41.4838,-91.1187
19141,O'Brien County,IA,43.0837,-95.6256
19143,Osceola County,IA,43.3785,-95.6338
19145,Page County,IA,40.7391,-95.1443
19147,Palo Alto County,IA,43.0753,-94.6691
19149,Plymouth County,IA,42.7376,-96.2159
19151,Pocahontas County,IA,42.734,-94.6783
19153,Polk County,IA,41.6848,-93.569
19155,Pottawattamie County,IA,41.3402,-95.5449
19157,Poweshiek County,IA,41.6846,-92.5229
19159,Ringgold County,IA,40.7353,-94.2443
19161,Sac County,IA,42.3875,-95.1052
19163,Scott County,IA,41.6421,-90.6223
19165,Shelby County,IA,41.679,-95.3089
19167,Sioux County,IA,43.0826,-96.178
19169,Story County,IA,42.0375,-93.4661
19171,Tama County,IA,42.0748,-92.5294
19173,Taylor County,IA,40.7379,-94.6971
19175,Union County,IA,41.0286,-94.2451
19177,Van Buren County,IA,40.7541,-91.9529
19179,Wapello County,IA,41.0313,-92.4095
19181,Warren County,IA,41.3324,-93.5688
19183,Washington County,IA,41.3294,-91.7251
19185,Wayne County,IA,40.74,-93.3326
19187,Webster County,IA,42.4336,-94.1758
19189,Winnebago County,IA,43.3781,-93.7435
19191,Winneshiek County,IA,43.293,-91.8508
19193,Woodbury County,IA,42.3932,-96.0533
19195,Worth County,IA,43.3735,-93.2485
19197,Wright County,IA,42.733,-93.7347
20001,Allen County,KS,37.8842,-95.3009
20003,Anderson County,KS,38.2151,-95.292
20005,Atchison County,KS,39.5325,-95.3134
20007,Barber County,KS,37.2229,-98.6851
20009,Barton County,KS,38.4812,-98.7678
20011,Bourbon County,KS,37.8561,-94.8509
20013,Brown County,KS,39.8259,-95.5699
20015,Butler County,KS,37.7736,-96.8388
20017,Chase County,KS,38.2995,-96.594
20019,Chautauqua County,KS,37.1543,-96.2454
20021,Cherokee County,KS,37.1694,-94.8457
20023,Cheyenne County,KS,39.7899,-101.7273
20025,Clark County,KS,37.2338,-99.8139
20027,Clay County,KS,39.345,-97.1689
20029,Cloud County,KS,39.4873,-97.6414
20031,Coffey County,KS,38.2364,-95.7291
20033,Comanche County,KS,37.1814,-99.2513
20035,Cowley County,KS,37.2345,-96.8372
20037,Crawford County,KS,37.5058,-94.8539
20039,Decatur County,KS,39.7835,-100.4597
20041,Dickinson County,KS,38.8677,-97.1579
20043,Doniphan County,KS,39.7885,-95.1472
20045,Douglas County,KS,38.8964,-95.2909
20047,Edwards County,KS,37.8836,-99.3047
20049,Elk County,KS,37.456,-96.2446
20051,Ellis County,KS,38.9146,-99.3173
20053,Ellsworth County,KS,38.7008,-98.2054
20055,Finney County,KS,38.0498,-100.74
20057,Ford County,KS,37.6884,-99.8847
20059,Franklin County,KS,38.558,-95.279
20061,Geary County,KS,39.0021,-96.7681
20063,Gove County,KS,38.9172,-100.4874
20065,Graham County,KS,39.355,-99.8799
20067,Grant County,KS,37.5475,-101.2994
20069,Gray County,KS,37.7445,-100.4517
20071,Greeley County,KS,38.4804,-101.806
20073,Greenwood County,KS,37.8793,-96.2417
20075,Hamilton County,KS,37.9952,-101.7937
20077,Harper County,KS,37.1882,-98.0666
20079,Harvey County,KS,38.0501,-97.4367
20081,Haskell County,KS,37.555,-100.88
20083,Hodgeman County,KS,38.0875,-99.8984
20085,Jackson County,KS,39.4111,-95.7945
20087,Jefferson County,KS,39.2396,-95.3753
20089,Jewell County,KS,39.777,-98.2226
20091,Johnson County,KS,38.8839,-94.8223
20093,Kearny County,KS,37.9945,-101.3081
20095,Kingman County,KS,37.553,-98.1445
20097,Kiowa County,KS,37.5612,-99.2865
20099,Labette County,KS,37.1915,-95.2975
20101,Lane County,KS,38.4813,-100.4662
20103,Leavenworth County,KS,39.1895,-95.039
20105,Lincoln County,KS,39.0473,-98.2143
20107,Linn County,KS,38.2165,-94.8449
20109,Logan County,KS,38.9133,-101.1574
20111,Lyon County,KS,38.4554,-96.1616
20113,McPherson County,KS,38.3958,-97.6475
20115,Marion County,KS,38.3596,-97.1028
20117,Marshall County,KS,39.7827,-96.5212
20119,Meade County,KS,37.2439,-100.3601
20121,Miami County,KS,38.5668,-94.833
20123,Mitchell County,KS,39.393,-98.2074
20125,Montgomery County,KS,37.1895,-95.7424
20127,Morris County,KS,38.6882,-96.6514
20129,Morton County,KS,37.1852,-101.8095
20131,Nemaha County,KS,39.791,-96.0054
20133,Neosho County,KS,37.5643,-95.3157
20135,Ness County,KS,38.4804,-99.9087
20137,Norton County,KS,39.7839,-99.8992
20139,Osage County,KS,38.6502,-95.7083
20141,Osborne County,KS,39.3483,-98.7679
20143,Ottawa County,KS,39.138,-97.6548
20145,Pawnee County,KS,38.1815,-99.2348
20147,Phillips County,KS,39.7845,-99.3422
20149,Pottawatomie County,KS,39.3822,-96.3371
20151,Pratt County,KS,37.6476,-98.7401
20153,Rawlins County,KS,39.7862,-101.0767
20155,Reno County,KS,37.9482,-98.0783
20157,Republic County,KS,39.8289,-97.6509
20159,Rice County,KS,38.3472,-98.2014
20161,Riley County,KS,39.2912,-96.7275
20163,Rooks County,KS,39.346,-99.3245
20165,Rush County,KS,38.5236,-99.3092
20167,Russell County,KS,38.916,-98.7709
20169,Saline County,KS,38.7918,-97.6515
20171,Scott County,KS,38.4819,-100.9064
20173,Sedgwick County,KS,37.681,-97.4611
20175,Seward County,KS,37.181,-100.8553
20177,Shawnee County,KS,39.0418,-95.7557
20179,Sheridan County,KS,39.3505,-100.4412
20181,Sherman County,KS,39.3514,-101.7199
20183,Smith County,KS,39.7847,-98.7854
20185,Stafford County,KS,38.0356,-98.7199
20187,Stanton County,KS,37.5659,-101.7894
20189,Stevens County,KS,37.2017,-101.3173
20191,Sumner County,KS,37.2367,-97.4934
20193,Thomas County,KS,39.3577,-101.0834
20195,Trego County,KS,38.9213,-99.8654
20197,Wabaunsee County,KS,38.9552,-96.2013
20199,Wallace County,KS,38.9266,-101.7711
20201,Washington County,KS,39.7767,-97.0956
20203,Wichita County,KS,38.4819,-101.3474
20205,Wilson County,KS,37.5585,-95.7452
20207,Woodson County,KS,37.8882,-95.7585
20209,Wyandotte County,KS,39.1154,-94.7631
21001,Adair County,KY,37.1056,-85.2814
21003,Allen County,KY,36.7508,-86.1925
21005,Anderson County,KY,38.0054,-84.9864
21007,Ballard County,KY,37.0513,-89.0104
21009,Barren County,KY,36.9628,-85.9321
21011,Bath County,KY,38.1522,-83.7376
21013,Bell County,KY,36.7289,-83.6807
21015,Boone County,KY,38.9589,-84.7364
21017,Bourbon County,KY,38.2026,-84.2099
21019,Boyd County,KY,38.36,-82.6814
21021,Boyle County,KY,37.6181,-84.8684
21023,Bracken County,KY,38.6804,-84.1152
21025,Breathitt County,KY,37.5178,-83.3172
21027,Breckinridge County,KY,37.778,-86.4329
21029,Bullitt County,KY,37.9699,-85.7026
21031,Butler County,KY,37.207,-86.6825
21033,Caldwell County,KY,37.1486,-87.8705
21035,Calloway County,KY,36.621,-88.2741
21037,Campbell County,KY,38.947,-84.3796
21039,Carlisle County,KY,36.8572,-88.9766
21041,Carroll County,KY,38.6684,-85.124
21043,Carter County,KY,38.3141,-83.039
21045,Casey County,KY,37.322,-84.9282
21047,Christian County,KY,36.8921,-87.493
21049,Clark County,KY,37.9703,-84.1451
21051,Clay County,KY,37.1643,-83.7155
21053,Clinton County,KY,36.7273,-85.1361
21055,Crittenden County,KY,37.3581,-88.105
21057,Cumberland County,KY,36.7824,-85.3885
21059,Daviess County,KY,37.7317,-87.0871
21061,Edmonson County,KY,37.2275,-86.218
21063,Elliott County,KY,38.1169,-83.0961
21065,Estill County,KY,37.6924,-83.964
21067,Fayette County,KY,38.0407,-84.4583
21069,Fleming County,KY,38.3678,-83.6992
21071,Floyd County,KY,37.5525,-82.7397
21073,Franklin County,KY,38.2349,-84.8688
21075,Fulton County,KY,36.5525,-89.1877
21077,Gallatin County,KY,38.7557,-84.8651
21079,Garrard County,KY,37.6302,-84.5459
21081,Grant County,KY,38.6492,-84.6259
21083,Graves County,KY,36.7233,-88.6499
21085,Grayson County,KY,37.4586,-86.344
21087,Green County,KY,37.2781,-85.5379
21089,Greenup County,KY,38.5636,-82.9338
21091,Hancock County,KY,37.8433,-86.7928
21093,Hardin County,KY,37.6958,-85.9632
21095,Harlan County,KY,36.8592,-83.2215
21097,Harrison County,KY,38.4446,-84.3341
21099,Hart County,KY,37.3058,-85.8784
21101,Henderson County,KY,37.7925,-87.5726
21103,Henry County,KY,38.4514,-85.1196
21105,Hickman County,KY,36.6759,-88.9721
21107,Hopkins County,KY,37.3111,-87.5422
21109,Jackson County,KY,37.4035,-84.0206
21111,Jefferson County,KY,38.1895,-85.6576
21113,Jessamine County,KY,37.8733,-84.584
21115,Johnson County,KY,37.8478,-82.8301
21117,Kenton County,KY,38.9305,-84.5334
21119,Knott County,KY,37.3544,-82.9525
21121,Knox County,KY,36.8885,-83.8556
21123,Larue County,KY,37.5445,-85.6968
21125,Laurel County,KY,37.1133,-84.1194
21127,Lawrence County,KY,38.0745,-82.7383
21129,Lee County,KY,37.6081,-83.7192
21131,Leslie County,KY,37.0878,-83.3886
21133,Letcher County,KY,37.1185,-82.8613
21135,Lewis County,KY,38.535,-83.3701
21137,Lincoln County,KY,37.4572,-84.6583
21139,Livingston County,KY,37.2095,-88.3634
21141,Logan County,KY,36.8596,-86.8813
21143,Lyon County,KY,37.024,-88.0834
21145,McCracken County,KY,37.0541,-88.7125
21147,McCreary County,KY,36.7311,-84.4911
21149,McLean County,KY,37.5267,-87.2656
21151,Madison County,KY,37.7255,-84.2784
21153,Magoffin County,KY,37.699,-83.0697
21155,Marion County,KY,37.5526,-85.269
21157,Marshall County,KY,36.882,-88.3328
21159,Martin County,KY,37.7968,-82.5066
21161,Mason County,KY,38.5941,-83.8281
21163,Meade County,KY,37.9675,-86.2009
21165,Menifee County,KY,37.9355,-83.5894
21167,Mercer County,KY,37.8121,-84.8797
21169,Metcalfe County,KY,36.9924,-85.6335
21171,Monroe County,KY,36.7141,-85.7135
21173,Montgomery County,KY,38.0381,-83.9124
21175,Morgan County,KY,37.9229,-83.2589
21177,Muhlenberg County,KY,37.2138,-87.1341
21179,Nelson County,KY,37.8031,-85.4659
21181,Nicholas County,KY,38.338,-84.0262
21183,Ohio County,KY,37.4779,-86.8449
21185,Oldham County,KY,38.4001,-85.4561
21187,Owen County,KY,38.4994,-84.8416
21189,Owsley County,KY,37.4236,-83.6916
21191,Pendleton County,KY,38.6963,-84.3519
21193,Perry County,KY,37.2413,-83.2178
21195,Pike County,KY,37.486,-82.4109
21197,Powell County,KY,37.8096,-83.8312
21199,Pulaski County,KY,37.1074,-84.577
21201,Robertson County,KY,38.5135,-84.0642
21203,Rockcastle County,KY,37.361,-84.3144
21205,Rowan County,KY,38.2043,-83.4281
21207,Russell County,KY,36.9906,-85.055
21209,Scott County,KY,38.2857,-84.5783
21211,Shelby County,KY,38.239,-85.2282
21213,Simpson County,KY,36.7409,-86.5818
21215,Spencer County,KY,38.0253,-85.3173
21217,Taylor County,KY,37.3662,-85.3281
21219,Todd County,KY,36.8403,-87.1836
21221,Trigg County,KY,36.8077,-87.8587
21223,Trimble County,KY,38.62,-85.3512
21225,Union County,KY,37.658,-87.9517
21227,Warren County,KY,36.9956,-86.4236
21229,Washington County,KY,37.7542,-85.1754
21231,Wayne County,KY,36.8008,-84.8266
21233,Webster County,KY,37.5204,-87.6852
21235,Whitley County,KY,36.758,-84.1446
21237,Wolfe County,KY,37.7439,-83.4951
21239,Woodford County,KY,38.0431,-84.7489
22001,Acadia Parish,LA,30.2915,-92.411
22003,Allen Parish,LA,30.6527,-92.8196
22005,Ascension Parish,LA,30.2064,-90.9125
22007,Assumption Parish,LA,29.9033,-91.0652
22009,Avoyelles Parish,LA,31.0885,-91.9833
22011,Beauregard Parish,LA,30.645,-93.3403
22013,Bienville Parish,LA,32.341,-93.0412
22015,Bossier Parish,LA,32.6985,-93.6266
22017,Caddo Parish,LA,32.5801,-93.885
22019,Calcasieu Parish,LA,30.2296,-93.358
22021,Caldwell Parish,LA,32.1012,-92.1142
22023,Cameron Parish,LA,29.8718,-93.1649
22025,Catahoula Parish,LA,31.6665,-91.8467
22027,Claiborne Parish,LA,32.8272,-92.9897
22029,Concordia Parish,LA,31.4698,-91.6263
22031,De Soto Parish,LA,32.0592,-93.7408
22033,East Baton Rouge Parish,LA,30.5439,-91.0931
22035,East Carroll Parish,LA,32.7302,-91.2341
22037,East Feliciana Parish,LA,30.8398,-91.0434
22039,Evangeline Parish,LA,30.7207,-92.4041
22041,Franklin Parish,LA,32.1391,-91.6724
22043,Grant Parish,LA,31.5978,-92.5617
22045,Iberia Parish,LA,29.606,-91.8427
22047,Iberville Parish,LA,30.2707,-91.3659
22049,Jackson Parish,LA,32.3043,-92.5617
22051,Jefferson Parish,LA,29.5033,-90.0362
22053,Jefferson Davis Parish,LA,30.2695,-92.8162
22055,Lafayette Parish,LA,30.2065,-92.0642
22057,Lafourche Parish,LA,29.492,-90.3948
22059,LaSalle Parish,LA,31.6801,-92.1616
22061,Lincoln Parish,LA,32.6018,-92.6623
22063,Livingston Parish,LA,30.4404,-90.7275
22065,Madison Parish,LA,32.3469,-91.2319
22067,Morehouse Parish,LA,32.82,-91.8004
22069,Natchitoches Parish,LA,31.7325,-93.0825
22071,Orleans Parish,LA,30.0534,-89.9345
22073,Ouachita Parish,LA,32.4809,-92.1516
22075,Plaquemines Parish,LA,29.2824,-89.5761
22077,Pointe Coupee Parish,LA,30.7083,-91.6046
22079,Rapides Parish,LA,31.1932,-92.536
22081,Red River Parish,LA,32.1012,-93.3491
22083,Richland Parish,LA,32.4132,-91.7484
22085,Sabine Parish,LA,31.5604,-93.5596
22087,St. Bernard Parish,LA,29.9181,-89.2635
22089,St. Charles Parish,LA,29.9057,-90.3579
22091,St. Helena Parish,LA,30.8225,-90.7083
22093,St. James Parish,LA,30.0248,-90.794
22095,St. John the Baptist Parish,LA,30.1441,-90.491
22097,St. Landry Parish,LA,30.5834,-91.9893
22099,St. Martin Parish,LA,30.1214,-91.6115
22101,St. Mary Parish,LA,29.6293,-91.4638
22103,St. Tammany Parish,LA,30.41,-89.952
22105,Tangipahoa Parish,LA,30.6213,-90.4065
22107,Tensas Parish,LA,32.0015,-91.3426
22109,Terrebonne Parish,LA,29.3341,-90.8437
22111,Union Parish,LA,32.8293,-92.3756
22113,Vermilion Parish,LA,29.8066,-92.3214
22115,Vernon Parish,LA,31.1028,-93.1883
22117,Washington Parish,LA,30.8521,-90.0463
22119,Webster Parish,LA,32.7322,-93.3398
22121,West Baton Rouge Parish,LA,30.4641,-91.3098
22123,West Carroll Parish,LA,32.7925,-91.452
22125,West Feliciana Parish,LA,30.8734,-91.4218
22127,Winn Parish,LA,31.9412,-92.6413
23001,Androscoggin County,ME,44.1677,-70.2074
23003,Aroostook County,ME,46.7092,-68.6124
23005,Cumberland County,ME,43.8083,-70.3304
23007,Franklin County,ME,44.9767,-70.4149
23009,Hancock County,ME,44.5649,-68.3707
23011,Kennebec County,ME,44.417,-69.7658
23013,Knox County,ME,44.042,-69.0385
23015,Lincoln County,ME,43.9948,-69.5136
23017,Oxford County,ME,44.4945,-70.7344
23019,Penobscot County,ME,45.4093,-68.6666
23021,Piscataquis County,ME,45.9156,-69.1022
23023,Sagadahoc County,ME,43.9168,-69.8442
23025,Somerset County,ME,45.5036,-69.9561
23027,Waldo County,ME,44.5058,-69.139
23029,Washington County,ME,44.967,-67.6094
23031,York County,ME,43.426,-70.6684
24001,Allegany County,MD,39.6123,-78.7031
24003,Anne Arundel County,MD,38.9916,-76.5609
24005,Baltimore County,MD,39.4432,-76.6166
24009,Calvert County,MD,38.5227,-76.5298
24011,Caroline County,MD,38.8715,-75.8317
24013,Carroll County,MD,39.5633,-77.0153
24015,Cecil County,MD,39.5624,-75.9416
24017,Charles County,MD,38.4729,-77.0154
24019,Dorchester County,MD,38.4292,-76.0474
24021,Frederick County,MD,39.4702,-77.3976
24023,Garrett County,MD,39.5473,-79.2746
24025,Harford County,MD,39.5374,-76.2998
24027,Howard County,MD,39.2523,-76.9244
24029,Kent County,MD,39.2413,-76.126
24031,Montgomery County,MD,39.1374,-77.2031
24033,Prince George's County,MD,38.8293,-76.8482
24035,Queen Anne's County,MD,39.0407,-76.0824
24037,St. Mary's County,MD,38.2231,-76.5345
24039,Somerset County,MD,38.0744,-75.8533
24041,Talbot County,MD,38.7483,-76.1785
24043,Washington County,MD,39.6036,-77.8147
24045,Wicomico County,MD,38.3674,-75.6321
24047,Worcester County,MD,38.2221,-75.3099
24510,Baltimore city,MD,39.3,-76.6105
25001,Barnstable County,MA,41.7061,-70.1648
25003,Berkshire County,MA,42.3715,-73.2179
25005,Bristol County,MA,41.7486,-71.0889
25007,Dukes County,MA,41.381,-70.7015
25009,Essex County,MA,42.6427,-70.8649
25011,Franklin County,MA,42.5845,-72.5918
25013,Hampden County,MA,42.1362,-72.6356
25015,Hampshire County,MA,42.3395,-72.6637
25017,Middlesex County,MA,42.4817,-71.3949
25019,Nantucket County,MA,41.2934,-70.1022
25021,Norfolk County,MA,42.1717,-71.1811
25023,Plymouth County,MA,41.9872,-70.7419
25025,Suffolk County,MA,42.3386,-71.0183
25027,Worcester County,MA,42.3117,-71.9403
26001,Alcona County,MI,44.6575,-83.2946
26003,Alger County,MI,46.5217,-86.6571
26005,Allegan County,MI,42.4213,-86.2614
26007,Alpena County,MI,44.895,-83.4266
26009,Antrim County,MI,45.0055,-85.1756
26011,Arenac County,MI,44.0368,-83.7407
26013,Baraga County,MI,46.6959,-88.3618
26015,Barry County,MI,42.5828,-85.3145
26017,Bay County,MI,43.6997,-83.9787
26019,Benzie County,MI,44.6368,-86.232
26021,Berrien County,MI,41.7914,-86.7425
26023,Branch County,MI,41.9185,-85.0669
26025,Calhoun County,MI,42.243,-85.0124
